0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.8,0.8,0.8,0.8,0.8,0.8,1.2,1.2,1.2,1,1,0.5,0.5
